tweet_id,timestamp,source,text,expanded_urls,rating_numerator,rating_denominator,name,dog_stage,short_url,favorite_count,media_type,media_url,retweet_count,has_prediction,has_error
890006608113172480,2017-07-26 00:31:25,Twitter for iPhone,This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic. 13/10 would risk a petting #BarkWeek ,https://twitter.com/dog_rates/status/890006608113172480/photo/1,13,10,Koda,None,https://t.co/dVPW0B0Mme,30406,photo,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,7279,True,False
889880896479866881,2017-07-25 16:11:53,Twitter for iPhone,This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy ,https://twitter.com/dog_rates/status/889880896479866881/photo/1,13,10,Bruno,None,https://t.co/u1XPQMl29g,27544,photo,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,4938,True,False
889638837579907072,2017-07-25 00:10:02,Twitter for iPhone,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist ,https://twitter.com/dog_rates/status/889638837579907072/photo/1,12,10,Ted,None,https://t.co/f8dEDcrKSR,26929,photo,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,4508,True,False
889278841981685760,2017-07-24 00:19:32,Twitter for iPhone,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek ,https://twitter.com/dog_rates/status/889278841981685760/video/1,13,10,Oliver,None,https://t.co/WpHvrQedPb,25084,photo,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,5379,True,False
888917238123831296,2017-07-23 00:22:39,Twitter for iPhone,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both ,https://twitter.com/dog_rates/status/888917238123831296/photo/1,12,10,Jim,None,https://t.co/chxruIOUJN,28844,photo,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,4469,True,False
888804989199671297,2017-07-22 16:56:37,Twitter for iPhone,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best ,https://twitter.com/dog_rates/status/888804989199671297/photo/1,13,10,Zeke,None,https://t.co/HTQ77yNQ5K,25366,photo,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,4289,True,False
888554962724278272,2017-07-22 00:23:06,Twitter for iPhone,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af ,https://twitter.com/dog_rates/status/888554962724278272/photo/1,13,10,Ralphus,None,https://t.co/YnYAFCTTiK,19705,photo,https://pbs.twimg.com/media/DFTH_OiUMAE-k4M.jpg,3553,True,False
888078434458587136,2017-07-20 16:49:33,Twitter for iPhone,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway ,https://twitter.com/dog_rates/status/888078434458587136/photo/1,12,10,Gerald,None,https://t.co/DK7iDPfuRX,21568,photo,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,3471,True,False
887705289381826560,2017-07-19 16:06:48,Twitter for iPhone,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic ,https://twitter.com/dog_rates/status/887705289381826560/photo/1,13,10,Jeffrey,None,https://t.co/PhrUk20Q64,29914,photo,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,5346,True,False
887517139158093824,2017-07-19 03:39:09,Twitter for iPhone,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) ,https://twitter.com/dog_rates/status/887517139158093824/video/1,14,10,such,None,https://t.co/20VrLAA8ba,45853,photo,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,11595,True,False
887473957103951883,2017-07-19 00:47:34,Twitter for iPhone,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her ,https://twitter.com/dog_rates/status/887473957103951883/photo/1,13,10,Canela,None,https://t.co/cLyzpcUcMX,68527,photo,https://pbs.twimg.com/media/DFDw2tsUAAEw7XW.jpg,18065,True,False
887343217045368832,2017-07-18 16:08:03,Twitter for iPhone,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) ,https://twitter.com/dog_rates/status/887343217045368832/video/1,13,10,None,None,https://t.co/WZqNqygEyV,33396,photo,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,10326,True,False
887101392804085760,2017-07-18 00:07:08,Twitter for iPhone,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof ,https://twitter.com/dog_rates/status/887101392804085760/photo/1,12,10,None,None,https://t.co/4Ad1jzJSdp,30285,photo,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,5920,True,False
886983233522544640,2017-07-17 16:17:36,Twitter for iPhone,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in ,https://twitter.com/dog_rates/status/886983233522544640/photo/1,13,10,Maya,None,https://t.co/I6oNy0CgiT,34878,photo,https://pbs.twimg.com/media/DE8yicKXoAAnSF8.jpg,7723,True,False
886736880519319552,2017-07-16 23:58:41,Twitter for iPhone,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

","https://twitter.com/dog_rates/status/886736880519319552/photo/1,https://www.gofundme.com/mingusneedsus",13,10,Mingus,None,https://t.co/bVi0Yr4Cff ,11955,photo,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,3268,True,False
886680336477933568,2017-07-16 20:14:00,Twitter for iPhone,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal ,https://twitter.com/dog_rates/status/886680336477933568/photo/1,13,10,Derek,None,https://t.co/BCoWue0abA,22241,photo,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,4436,True,False
886258384151887873,2017-07-15 16:17:19,Twitter for iPhone,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles ,https://twitter.com/dog_rates/status/886258384151887873/photo/1,13,10,Waffles,None,https://t.co/xZDA9Qsq1O,27748,photo,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,6230,True,False
885984800019947520,2017-07-14 22:10:11,Twitter for iPhone,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution ,https://twitter.com/dog_rates/status/885984800019947520/photo/1,12,10,Jimbo,None,https://t.co/BuveP0uMF1,32417,photo,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,6766,True,False
885528943205470208,2017-07-13 15:58:47,Twitter for iPhone,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly ,https://twitter.com/dog_rates/status/885528943205470208/photo/1,13,10,Maisey,None,https://t.co/tp1kQ8i9JF,35664,photo,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,6385,True,False
885518971528720385,2017-07-13 15:19:09,Twitter for iPhone,I have a new hero and his name is Howard. 14/10 ,https://twitter.com/4bonds2carbon/status/885517367337512960,14,10,None,None,https://t.co/gzLHboL7Sk,20253,,,3736,False,False
885167619883638784,2017-07-12 16:03:00,Twitter for iPhone,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 ,https://twitter.com/dog_rates/status/885167619883638784/photo/1,13,10,None,None,https://t.co/44ItaMubBf,21752,photo,https://pbs.twimg.com/media/DEi_N9pXsAERvps.jpg,4353,True,False
884925521741709313,2017-07-12 00:01:00,Twitter for iPhone,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl ",https://twitter.com/dog_rates/status/884925521741709313/photo/1,12,10,Earl,None,https://t.co/MYJvdlNRVa,76858,photo,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,18315,True,False
884876753390489601,2017-07-11 20:47:12,Twitter for iPhone,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola ,https://twitter.com/dog_rates/status/884876753390489601/photo/1,13,10,Lola,None,https://t.co/74TKAUsLkO,27702,photo,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,5749,True,False
884562892145688576,2017-07-11 00:00:02,Twitter for iPhone,This is Kevin. He's just so happy. 13/10 what is your secret Kevin ,https://twitter.com/dog_rates/status/884562892145688576/photo/1,13,10,Kevin,None,https://t.co/1r4MFCbCX5,24094,photo,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,4837,True,False
884441805382717440,2017-07-10 15:58:53,Twitter for iPhone,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) ",https://twitter.com/dog_rates/status/884441805382717440/photo/1,14,10,None,None,https://t.co/vvBOcC2VdC,26755,photo,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,5612,True,False
884247878851493888,2017-07-10 03:08:17,Twitter for iPhone,OMG HE DIDN'T MEAN TO HE WAS JUST TRYING A LITTLE BARKOUR HE'S SUPER SORRY 13/10 WOULD FORGIVE IMMEDIATE ,https://twitter.com/kaijohnson_19/status/883965650754039809,13,10,None,None,https://t.co/uF3pQ8Wubj,72420,photo,https://pbs.twimg.com/media/DER6EUbWAAEOY9Z.jpg,20324,False,False
884162670584377345,2017-07-09 21:29:42,Twitter for iPhone,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo ,https://twitter.com/dog_rates/status/884162670584377345/photo/1,12,10,Yogi,doggo,https://t.co/YSI00BzTBZ,20204,photo,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,2964,True,False
883838122936631299,2017-07-09 00:00:04,Twitter for iPhone,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy ,https://twitter.com/dog_rates/status/883838122936631299/photo/1,12,10,Noah,None,https://t.co/V85xujjDDY,21721,photo,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,3424,True,False
883482846933004288,2017-07-08 00:28:19,Twitter for iPhone,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 ",https://twitter.com/dog_rates/status/883482846933004288/photo/1,5,10,Bella,None,https://t.co/qjrljjt948,45563,photo,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,9903,True,False
883117836046086144,2017-07-07 00:17:54,Twitter for iPhone,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat ",https://twitter.com/dog_rates/status/883117836046086144/photo/1,13,10,None,None,https://t.co/Se5fZ9wp5E,36897,photo,https://pbs.twimg.com/media/DEF2-_jW0AEAS94.jpg,6637,True,False
882992080364220416,2017-07-06 15:58:11,Twitter for iPhone,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy ,https://twitter.com/dog_rates/status/882992080364220416/photo/1,13,10,Rusty,None,https://t.co/tyER0KpdXj,23762,photo,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,3894,True,False
882627270321602560,2017-07-05 15:48:34,Twitter for iPhone,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) ,https://twitter.com/dog_rates/status/882627270321602560/photo/1,13,10,Stanley,None,https://t.co/Nx52PGwH94,27676,photo,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,6056,True,False
882268110199369728,2017-07-04 16:01:23,Twitter for iPhone,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 ,https://twitter.com/dog_rates/status/882268110199369728/photo/1,13,10,Alfy,None,https://t.co/fYP5RlutfA,44601,photo,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,11523,True,False
882045870035918850,2017-07-04 01:18:17,Twitter for iPhone,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko ",https://twitter.com/dog_rates/status/882045870035918850/photo/1,13,10,Koko,None,https://t.co/zeDpnsKX7w,29100,photo,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,4942,True,False
881906580714921986,2017-07-03 16:04:48,Twitter for iPhone,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable ,https://twitter.com/dog_rates/status/881906580714921986/photo/1,12,10,Rey,None,https://t.co/503CgWbhxQ,24100,photo,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,3383,True,False
881666595344535552,2017-07-03 00:11:11,Twitter for iPhone,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely ,https://twitter.com/dog_rates/status/881666595344535552/photo/1,13,10,Gary,None,https://t.co/7CSWCl8I6s,50131,photo,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,10601,True,False
881268444196462592,2017-07-01 21:49:04,Twitter for iPhone,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet ,https://twitter.com/dog_rates/status/881268444196462592/photo/1,12,10,Elliot,None,https://t.co/cgwJwowTMC,22901,photo,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,5133,True,False
880935762899988482,2017-06-30 23:47:07,Twitter for iPhone,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking ,https://twitter.com/dog_rates/status/880935762899988482/photo/1,13,10,Louis,None,https://t.co/D0wb1GlKAt,16877,photo,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,2767,True,False
880872448815771648,2017-06-30 19:35:32,Twitter for iPhone,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 ,https://twitter.com/dog_rates/status/880872448815771648/photo/1,12,10,None,None,https://t.co/WiAMbTkDPf,21118,photo,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,3796,True,False
880465832366813184,2017-06-29 16:39:47,Twitter for iPhone,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop ,https://twitter.com/dog_rates/status/880465832366813184/photo/1,12,10,Bella,None,https://t.co/4VsFysDmiw,28300,photo,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,6256,True,False
880221127280381952,2017-06-29 00:27:25,Twitter for iPhone,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well ,https://twitter.com/dog_rates/status/880221127280381952/photo/1,12,10,Jesse,None,https://t.co/fUod0tVmvK,26832,photo,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,4204,True,False
880095782870896641,2017-06-28 16:09:20,Twitter for iPhone,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 ,https://twitter.com/dog_rates/status/880095782870896641/photo/1,11,10,None,None,https://t.co/HauE8M3Bu4,27402,photo,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,4344,True,False
879862464715927552,2017-06-28 00:42:13,Twitter for iPhone,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 ,https://twitter.com/dog_rates/status/879862464715927552/photo/1,13,10,Romeo,None,https://t.co/Qh5aEkRQm9,22154,photo,https://pbs.twimg.com/media/DDXmPreXUAA3QGJ.jpg,3480,True,False
879492040517615616,2017-06-27 00:10:17,Twitter for iPhone,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 ,https://twitter.com/dog_rates/status/879492040517615616/photo/1,12,10,Bailey,None,https://t.co/IxM9IMKQq8,23231,photo,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,3169,True,False
879415818425184262,2017-06-26 19:07:24,Twitter for iPhone,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) ,https://twitter.com/dog_rates/status/879415818425184262/video/1,13,10,Duddles,None,https://t.co/UDT7ZkcTgY,105049,photo,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,43990,True,False
879376492567855104,2017-06-26 16:31:08,Twitter for iPhone,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by ,https://twitter.com/dog_rates/status/879376492567855104/photo/1,12,10,Jack,None,https://t.co/0gOi601EAa,16637,photo,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,3106,True,False
879050749262655488,2017-06-25 18:56:45,Twitter for iPhone,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet ,https://twitter.com/dog_rates/status/879050749262655488/photo/1,11,10,Steven,None,https://t.co/2mJCDEJWdD,22404,photo,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,4698,True,False
879008229531029506,2017-06-25 16:07:47,Twitter for iPhone,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs ,https://twitter.com/dog_rates/status/879008229531029506/photo/1,13,10,Beau,None,https://t.co/YDtpCjIPKN,18825,photo,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,2676,True,False
878604707211726852,2017-06-24 13:24:20,Twitter for iPhone,Martha is stunning how h*ckin dare you. 13/10 ,https://twitter.com/bbcworld/status/878599868507402241,13,10,None,None,https://t.co/9uABQXgjwa,30038,,,7178,False,False
878281511006478336,2017-06-23 16:00:04,Twitter for iPhone,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

","https://www.gofundme.com/3yd6y1c,https://twitter.com/dog_rates/status/878281511006478336/photo/1",13,10,Shadow,None,https://t.co/245xJJElsY ,7690,photo,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,1285,True,False
878057613040115712,2017-06-23 01:10:23,Twitter for iPhone,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved ,https://twitter.com/dog_rates/status/878057613040115712/photo/1,14,10,Emmy,None,https://t.co/cwtWnHMVpe,41703,photo,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,6815,True,False
877736472329191424,2017-06-22 03:54:17,Twitter for iPhone,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again ,https://twitter.com/dog_rates/status/877736472329191424/photo/1,13,10,Aja,None,https://t.co/lsPyyAiF1r,79265,photo,https://pbs.twimg.com/media/DC5YqoPXgAA7Uph.jpg,19044,True,False
877556246731214848,2017-06-21 15:58:08,Twitter for iPhone,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options ,https://twitter.com/dog_rates/status/877556246731214848/photo/1,12,10,Penny,None,https://t.co/OYdDlfOGXP,22558,photo,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,3805,True,False
877316821321428993,2017-06-21 00:06:44,Twitter for iPhone,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy ",https://twitter.com/dog_rates/status/877316821321428993/photo/1,13,10,Dante,None,https://t.co/SHRTIo5pxc,27154,photo,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,5161,True,False
877201837425926144,2017-06-20 16:29:50,Twitter for iPhone,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop ,https://twitter.com/dog_rates/status/877201837425926144/photo/1,12,10,Nelly,None,https://t.co/4g4cfj3P4Y,26900,photo,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,5572,True,False
876537666061221889,2017-06-18 20:30:39,Twitter for iPhone,I can say with the pupmost confidence that the doggos who assisted with this search are heroic as h*ck. 14/10 for all ,https://twitter.com/mpstowerham/status/876162994446753793,14,10,None,None,https://t.co/8yoc1CNTsu,23296,photo,https://pbs.twimg.com/media/DCjBmF-WAAAjvxb.jpg,4610,False,False
876484053909872640,2017-06-18 16:57:37,Twitter for iPhone,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy ,https://twitter.com/dog_rates/status/876484053909872640/photo/1,13,10,Benedict,None,https://t.co/26BXueUgbs,18623,photo,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,2392,True,False
876120275196170240,2017-06-17 16:52:05,Twitter for iPhone,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite ",https://twitter.com/dog_rates/status/876120275196170240/photo/1,13,10,Venti,None,https://t.co/ejExJFq3ek,27703,photo,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,4680,True,False
875747767867523072,2017-06-16 16:11:53,Twitter for iPhone,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl ",https://twitter.com/dog_rates/status/875747767867523072/photo/1,13,10,Goose,None,https://t.co/V2WlACRJCN,25020,photo,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,4281,True,False
875144289856114688,2017-06-15 00:13:52,Twitter for iPhone,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene ,https://twitter.com/dog_rates/status/875144289856114688/video/1,13,10,Nugget,None,https://t.co/ogith9ejNj,21766,photo,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,4920,True,False
875097192612077568,2017-06-14 21:06:43,Twitter for iPhone,You'll get your package when that precious man is done appreciating the pups. 13/10 for everyone ,https://twitter.com/drboondoc/status/874413398133547008,13,10,None,None,https://t.co/PFp4MghzBW,27243,photo,https://pbs.twimg.com/ext_tw_video_thumb/874413321549631488/pu/img/Vvl1-BABjrCGgFwA.jpg,6031,False,False
875021211251597312,2017-06-14 16:04:48,Twitter for iPhone,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck ,https://twitter.com/dog_rates/status/875021211251597312/photo/1,12,10,None,None,https://t.co/brCQoqc8AW,25290,photo,https://pbs.twimg.com/media/DCSzF3OUAAAs6lS.jpg,4711,True,False
874680097055178752,2017-06-13 17:29:20,Twitter for iPhone,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly ,https://twitter.com/dog_rates/status/874680097055178752/photo/1,12,10,Cash,None,https://t.co/lZhtizkURD,27649,photo,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,4647,True,False
874057562936811520,2017-06-12 00:15:36,Twitter for iPhone,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 ",https://twitter.com/dog_rates/status/874057562936811520/photo/1,12,10,None,None,https://t.co/pwY9PQhtP2,22507,photo,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,3958,True,False
873580283840344065,2017-06-10 16:39:04,Twitter for iPhone,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly ",https://twitter.com/dog_rates/status/873580283840344065/photo/1,13,10,None,None,https://t.co/mNuMH9400n,24092,photo,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,3956,True,False
872967104147763200,2017-06-09 00:02:31,Twitter for iPhone,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo ,https://twitter.com/dog_rates/status/872967104147763200/photo/1,12,10,None,doggo,https://t.co/EMYIdoblMR,27248,photo,https://pbs.twimg.com/media/DB1m871XkAUbCkY.jpg,5416,True,False
